时间戳,总价,单价,行为
2025-09-24 23:31:05,3528000,2352,价格过高
2025-09-24 23:31:05,3528000,2352,价格过高
2025-09-24 23:31:06,3528000,2352,价格过高
2025-09-24 23:31:06,3528000,2352,价格过高
2025-09-24 23:31:07,3475500,2317,价格过高
2025-09-24 23:31:07,3475500,2317,价格过高
2025-09-24 23:31:08,3475500,2317,价格过高
2025-09-24 23:31:08,3475500,2317,价格过高
2025-09-24 23:31:09,3528000,2352,价格过高
2025-09-24 23:31:09,3528000,2352,价格过高
2025-09-24 23:31:10,3528000,2352,价格过高
2025-09-24 23:31:10,3528000,2352,价格过高
2025-09-24 23:31:11,3528000,2352,价格过高
2025-09-24 23:31:11,3528000,2352,价格过高
2025-09-24 23:31:12,3528000,2352,价格过高
2025-09-24 23:31:12,3528000,2352,价格过高
2025-09-24 23:31:13,3528000,2352,价格过高
2025-09-24 23:31:13,3528000,2352,价格过高
2025-09-24 23:31:14,3528000,2352,价格过高
2025-09-24 23:31:14,3528000,2352,价格过高
2025-09-24 23:31:15,3528000,2352,价格过高
2025-09-24 23:31:15,3528000,2352,价格过高
2025-09-24 23:31:16,3528000,2352,价格过高
2025-09-24 23:31:16,3528000,2352,价格过高
2025-09-24 23:31:17,3528000,2352,价格过高
2025-09-24 23:31:17,3528000,2352,价格过高
2025-09-24 23:31:18,3528000,2352,价格过高
2025-09-24 23:31:18,3528000,2352,价格过高
2025-09-24 23:31:19,3528000,2352,价格过高
2025-09-24 23:31:19,3528000,2352,价格过高
2025-09-24 23:31:20,3528000,2352,价格过高
2025-09-24 23:31:20,3528000,2352,价格过高
2025-09-24 23:31:21,3528000,2352,价格过高
2025-09-24 23:31:21,3528000,2352,价格过高
2025-09-24 23:31:22,3528000,2352,价格过高
2025-09-24 23:31:22,3423000,2282,价格过高
2025-09-24 23:31:23,3528000,2352,价格过高
2025-09-24 23:31:23,3528000,2352,价格过高
2025-09-24 23:31:24,3528000,2352,价格过高
2025-09-24 23:31:24,3528000,2352,价格过高
2025-09-24 23:31:25,3528000,2352,价格过高
2025-09-24 23:31:25,3528000,2352,价格过高
2025-09-24 23:31:26,3528000,2352,价格过高
2025-09-24 23:31:26,3423000,2282,价格过高
2025-09-24 23:31:27,3423000,2282,价格过高
2025-09-24 23:31:27,3528000,2352,价格过高
2025-09-24 23:31:28,3528000,2352,价格过高
2025-09-24 23:31:28,3528000,2352,价格过高
2025-09-24 23:31:29,3528000,2352,价格过高
2025-09-24 23:31:29,3528000,2352,价格过高
2025-09-24 23:31:30,3475500,2317,价格过高
2025-09-24 23:31:30,3475500,2317,价格过高
2025-09-24 23:31:31,3475500,2317,价格过高
2025-09-24 23:31:31,3528000,2352,价格过高
2025-09-24 23:31:32,3528000,2352,价格过高
2025-09-24 23:31:32,3528000,2352,价格过高
2025-09-24 23:31:33,3528000,2352,价格过高
2025-09-24 23:31:33,3528000,2352,价格过高
2025-09-24 23:31:34,3528000,2352,价格过高
2025-09-24 23:31:34,3528000,2352,价格过高
2025-09-24 23:31:35,3528000,2352,价格过高
2025-09-24 23:31:35,3528000,2352,价格过高
2025-09-24 23:31:36,3528000,2352,价格过高
2025-09-24 23:31:36,3528000,2352,价格过高
2025-09-24 23:31:37,3528000,2352,价格过高
2025-09-24 23:31:37,3423000,2282,价格过高
2025-09-24 23:31:38,3528000,2352,价格过高
2025-09-24 23:31:38,3528000,2352,价格过高
2025-09-24 23:31:39,3528000,2352,价格过高
2025-09-24 23:31:39,3528000,2352,价格过高
2025-09-24 23:31:40,3528000,2352,价格过高
2025-09-24 23:31:40,3528000,2352,价格过高
2025-09-24 23:31:41,3528000,2352,价格过高
2025-09-24 23:31:41,3423000,2282,价格过高
2025-09-24 23:31:42,3475500,2317,价格过高
2025-09-24 23:31:42,3528000,2352,价格过高
2025-09-24 23:31:43,3528000,2352,价格过高
2025-09-24 23:31:43,3528000,2352,价格过高
2025-09-24 23:31:44,3528000,2352,价格过高
2025-09-24 23:31:44,3528000,2352,价格过高
2025-09-24 23:31:45,3528000,2352,价格过高
2025-09-24 23:31:45,3423000,2282,价格过高
2025-09-24 23:31:46,3528000,2352,价格过高
2025-09-24 23:31:46,3528000,2352,价格过高
2025-09-24 23:31:47,3528000,2352,价格过高
2025-09-24 23:31:47,3528000,2352,价格过高
2025-09-24 23:31:48,3528000,2352,价格过高
2025-09-24 23:31:48,3528000,2352,价格过高
2025-09-24 23:31:49,3528000,2352,价格过高
2025-09-24 23:31:49,3423000,2282,价格过高
2025-09-24 23:31:50,3475500,2317,价格过高
2025-09-24 23:31:50,3528000,2352,价格过高
2025-09-24 23:31:51,3528000,2352,价格过高
2025-09-24 23:31:51,3528000,2352,价格过高
2025-09-24 23:31:52,3528000,2352,价格过高
2025-09-24 23:31:52,3528000,2352,价格过高
2025-09-24 23:31:53,49234,32,价格过低(异常)
2025-09-24 23:31:53,3475500,2317,价格过高
2025-09-24 23:31:54,3528000,2352,价格过高
2025-09-24 23:31:54,3528000,2352,价格过高
2025-09-24 23:31:55,3528000,2352,价格过高
2025-09-24 23:31:55,3528000,2352,价格过高
2025-09-24 23:31:56,3528000,2352,价格过高
2025-09-24 23:31:56,3528000,2352,价格过高
2025-09-24 23:31:57,3423000,2282,价格过高
2025-09-24 23:31:57,3475500,2317,价格过高
2025-09-24 23:31:58,3528000,2352,价格过高
2025-09-24 23:31:58,3528000,2352,价格过高
2025-09-24 23:31:59,3528000,2352,价格过高
2025-09-24 23:31:59,3528000,2352,价格过高
2025-09-24 23:32:00,3528000,2352,价格过高
2025-09-24 23:32:00,3528000,2352,价格过高
2025-09-24 23:32:01,3528000,2352,价格过高
2025-09-24 23:32:01,3528000,2352,价格过高
2025-09-24 23:32:02,3528000,2352,价格过高
2025-09-24 23:32:02,3528000,2352,价格过高
2025-09-24 23:32:03,3528000,2352,价格过高
2025-09-24 23:32:03,3528000,2352,价格过高
2025-09-24 23:32:04,3528000,2352,价格过高
2025-09-24 23:32:04,3528000,2352,价格过高
2025-09-24 23:32:05,3475500,2317,价格过高
2025-09-24 23:32:05,3528000,2352,价格过高
2025-09-24 23:32:06,3528000,2352,价格过高
2025-09-24 23:32:06,3528000,2352,价格过高
2025-09-24 23:32:07,3528000,2352,价格过高
2025-09-24 23:32:07,3528000,2352,价格过高
2025-09-24 23:32:08,3528000,2352,价格过高
2025-09-24 23:32:08,3528000,2352,价格过高
2025-09-24 23:32:09,3475500,2317,价格过高
2025-09-24 23:32:09,3475500,2317,价格过高
2025-09-24 23:32:10,3475500,2317,价格过高
2025-09-24 23:32:10,3528000,2352,价格过高
2025-09-24 23:32:11,3528000,2352,价格过高
2025-09-24 23:32:11,3528000,2352,价格过高
2025-09-24 23:32:12,3528000,2352,价格过高
2025-09-24 23:32:12,3528000,2352,价格过高
2025-09-24 23:32:13,3528000,2352,价格过高
2025-09-24 23:32:13,3528000,2352,价格过高
2025-09-24 23:32:14,3528000,2352,价格过高
2025-09-24 23:32:14,3528000,2352,价格过高
2025-09-24 23:32:15,3528000,2352,价格过高
2025-09-24 23:32:15,3528000,2352,价格过高
2025-09-24 23:32:16,49234,32,价格过低(异常)
2025-09-24 23:32:16,3528000,2352,价格过高
2025-09-24 23:32:17,3528000,2352,价格过高
2025-09-24 23:32:17,3528000,2352,价格过高
2025-09-24 23:32:18,3528000,2352,价格过高
2025-09-24 23:32:18,3528000,2352,价格过高
2025-09-24 23:32:19,3528000,2352,价格过高
2025-09-24 23:32:19,3528000,2352,价格过高
2025-09-24 23:32:20,3423000,2282,价格过高
2025-09-24 23:32:20,3528000,2352,价格过高
2025-09-24 23:32:21,3528000,2352,价格过高
2025-09-24 23:32:21,3528000,2352,价格过高
2025-09-24 23:32:22,3528000,2352,价格过高
2025-09-24 23:32:22,3528000,2352,价格过高
2025-09-24 23:32:23,3528000,2352,价格过高
2025-09-24 23:32:23,49233,32,价格过低(异常)
2025-09-24 23:32:24,3475500,2317,价格过高
2025-09-24 23:32:24,3475500,2317,价格过高
2025-09-24 23:32:25,3528000,2352,价格过高
2025-09-24 23:32:25,3528000,2352,价格过高
2025-09-24 23:32:26,3528000,2352,价格过高
2025-09-24 23:32:26,3528000,2352,价格过高
2025-09-24 23:32:27,3528000,2352,价格过高
2025-09-24 23:32:27,3528000,2352,价格过高
2025-09-24 23:32:28,3475500,2317,价格过高
2025-09-24 23:32:28,3528000,2352,价格过高
2025-09-24 23:32:29,3528000,2352,价格过高
2025-09-24 23:32:29,3528000,2352,价格过高
2025-09-24 23:32:30,3528000,2352,价格过高
2025-09-24 23:32:30,3528000,2352,价格过高
2025-09-24 23:32:31,3528000,2352,价格过高
2025-09-24 23:32:31,3475500,2317,价格过高
2025-09-24 23:32:32,3528000,2352,价格过高
2025-09-24 23:32:32,3528000,2352,价格过高
2025-09-24 23:32:33,3528000,2352,价格过高
2025-09-24 23:32:33,3528000,2352,价格过高
2025-09-24 23:32:34,3528000,2352,价格过高
2025-09-24 23:32:34,3528000,2352,价格过高
2025-09-24 23:32:35,3528000,2352,价格过高
2025-09-24 23:32:35,3528000,2352,价格过高
2025-09-24 23:32:36,3528000,2352,价格过高
2025-09-24 23:32:36,3528000,2352,价格过高
2025-09-24 23:32:37,3528000,2352,价格过高
2025-09-24 23:32:37,3528000,2352,价格过高
2025-09-24 23:32:38,3528000,2352,价格过高
2025-09-24 23:32:38,3528000,2352,价格过高
2025-09-24 23:32:39,3528000,2352,价格过高
2025-09-24 23:32:39,3475500,2317,价格过高
2025-09-24 23:32:40,3528000,2352,价格过高
2025-09-24 23:32:40,3528000,2352,价格过高
2025-09-24 23:32:41,3528000,2352,价格过高
2025-09-24 23:32:41,3528000,2352,价格过高
2025-09-24 23:32:42,3528000,2352,价格过高
2025-09-24 23:32:42,3528000,2352,价格过高
2025-09-24 23:32:43,3423000,2282,价格过高
2025-09-24 23:32:43,3528000,2352,价格过高
2025-09-24 23:32:44,3528000,2352,价格过高
2025-09-24 23:32:44,3528000,2352,价格过高
2025-09-24 23:32:45,3528000,2352,价格过高
2025-09-24 23:32:45,3528000,2352,价格过高
2025-09-24 23:32:46,3528000,2352,价格过高
2025-09-24 23:32:46,3528000,2352,价格过高
2025-09-24 23:32:47,3528000,2352,价格过高
2025-09-24 23:32:47,3528000,2352,价格过高
2025-09-24 23:32:48,3528000,2352,价格过高
2025-09-24 23:32:48,3528000,2352,价格过高
2025-09-24 23:32:49,3528000,2352,价格过高
2025-09-24 23:32:49,3528000,2352,价格过高
2025-09-24 23:32:50,3528000,2352,价格过高
2025-09-24 23:32:51,3528000,2352,价格过高
2025-09-24 23:32:51,3528000,2352,价格过高
2025-09-24 23:32:52,3528000,2352,价格过高
2025-09-24 23:32:52,3528000,2352,价格过高
2025-09-24 23:32:53,3528000,2352,价格过高
2025-09-24 23:32:53,3528000,2352,价格过高
2025-09-24 23:32:54,3528000,2352,价格过高
2025-09-24 23:32:54,3528000,2352,价格过高
2025-09-24 23:32:55,3423000,2282,价格过高
2025-09-24 23:32:55,3475500,2317,价格过高
2025-09-24 23:32:56,3528000,2352,价格过高
2025-09-24 23:32:56,3528000,2352,价格过高
2025-09-24 23:32:57,3528000,2352,价格过高
2025-09-24 23:32:57,3528000,2352,价格过高
2025-09-24 23:32:58,3528000,2352,价格过高
2025-09-24 23:32:58,3528000,2352,价格过高
2025-09-24 23:32:59,3528000,2352,价格过高
2025-09-24 23:32:59,3528000,2352,价格过高
2025-09-24 23:33:00,3528000,2352,价格过高
2025-09-24 23:33:00,3528000,2352,价格过高
2025-09-24 23:33:01,3528000,2352,价格过高
2025-09-24 23:33:01,3528000,2352,价格过高
2025-09-24 23:33:02,3528000,2352,价格过高
2025-09-24 23:33:02,3528000,2352,价格过高
2025-09-24 23:33:03,3423000,2282,价格过高
2025-09-24 23:33:03,3528000,2352,价格过高
2025-09-24 23:33:04,3528000,2352,价格过高
2025-09-24 23:33:04,3528000,2352,价格过高
2025-09-24 23:33:05,3528000,2352,价格过高
2025-09-24 23:33:05,3528000,2352,价格过高
2025-09-24 23:33:06,3528000,2352,价格过高
2025-09-24 23:33:06,3475500,2317,价格过高
2025-09-24 23:33:07,3475500,2317,价格过高
2025-09-24 23:33:07,3528000,2352,价格过高
2025-09-24 23:33:08,3528000,2352,价格过高
2025-09-24 23:33:08,3528000,2352,价格过高
2025-09-24 23:33:09,3528000,2352,价格过高
2025-09-24 23:33:09,3528000,2352,价格过高
2025-09-24 23:33:10,3528000,2352,价格过高
2025-09-24 23:33:10,3528000,2352,价格过高
2025-09-24 23:33:11,3528000,2352,价格过高
2025-09-24 23:33:11,3528000,2352,价格过高
2025-09-24 23:33:12,3528000,2352,价格过高
2025-09-24 23:33:12,3528000,2352,价格过高
2025-09-24 23:33:13,3528000,2352,价格过高
2025-09-24 23:33:13,3528000,2352,价格过高
2025-09-24 23:33:14,3528000,2352,价格过高
2025-09-24 23:33:14,3528000,2352,价格过高
2025-09-24 23:33:15,3528000,2352,价格过高
2025-09-24 23:33:15,3528000,2352,价格过高
2025-09-24 23:33:16,3528000,2352,价格过高
2025-09-24 23:33:16,3528000,2352,价格过高
2025-09-24 23:33:17,3528000,2352,价格过高
2025-09-24 23:33:17,3528000,2352,价格过高
2025-09-24 23:33:18,3528000,2352,价格过高
2025-09-24 23:33:18,3528000,2352,价格过高
2025-09-24 23:33:19,3528000,2352,价格过高
2025-09-24 23:33:19,3528000,2352,价格过高
2025-09-24 23:33:20,3528000,2352,价格过高
2025-09-24 23:33:20,58884,39,价格过低(异常)
2025-09-24 23:33:21,3528000,2352,价格过高
2025-09-24 23:33:21,3528000,2352,价格过高
2025-09-24 23:33:22,3475500,2317,价格过高
2025-09-24 23:33:22,3475500,2317,价格过高
2025-09-24 23:33:23,3475500,2317,价格过高
2025-09-24 23:33:23,3528000,2352,价格过高
2025-09-24 23:33:24,3528000,2352,价格过高
2025-09-24 23:33:24,3528000,2352,价格过高
2025-09-24 23:33:25,3528000,2352,价格过高
2025-09-24 23:33:25,3528000,2352,价格过高
2025-09-24 23:33:26,3528000,2352,价格过高
2025-09-24 23:33:26,3528000,2352,价格过高
2025-09-24 23:33:27,3528000,2352,价格过高
2025-09-24 23:33:27,3528000,2352,价格过高
2025-09-24 23:33:28,3528000,2352,价格过高
2025-09-24 23:33:28,3528000,2352,价格过高
2025-09-24 23:33:29,3528000,2352,价格过高
2025-09-24 23:33:29,3423000,2282,价格过高
2025-09-24 23:33:30,3423000,2282,价格过高
2025-09-24 23:33:30,3423000,2282,价格过高
2025-09-24 23:33:31,3528000,2352,价格过高
2025-09-24 23:33:31,3528000,2352,价格过高
2025-09-24 23:33:32,3528000,2352,价格过高
2025-09-24 23:33:32,3528000,2352,价格过高
2025-09-24 23:33:33,3528000,2352,价格过高
2025-09-24 23:33:33,3475500,2317,价格过高
2025-09-24 23:33:34,3475500,2317,价格过高
2025-09-24 23:33:34,3475500,2317,价格过高
2025-09-24 23:33:35,3528000,2352,价格过高
2025-09-24 23:33:35,3528000,2352,价格过高
2025-09-24 23:33:36,3528000,2352,价格过高
2025-09-24 23:33:36,3528000,2352,价格过高
2025-09-24 23:33:37,3423000,2282,价格过高
2025-09-24 23:33:37,3423000,2282,价格过高
2025-09-24 23:33:38,3475500,2317,价格过高
2025-09-24 23:33:38,3528000,2352,价格过高
2025-09-24 23:33:39,3528000,2352,价格过高
2025-09-24 23:33:39,3528000,2352,价格过高
2025-09-24 23:33:40,3528000,2352,价格过高
2025-09-24 23:33:40,3528000,2352,价格过高
2025-09-24 23:33:41,3423000,2282,价格过高
2025-09-24 23:33:41,3475500,2317,价格过高
2025-09-24 23:33:42,3528000,2352,价格过高
2025-09-24 23:33:42,3528000,2352,价格过高
2025-09-24 23:33:43,3528000,2352,价格过高
2025-09-24 23:33:43,3528000,2352,价格过高
2025-09-24 23:33:44,3528000,2352,价格过高
2025-09-24 23:33:44,3528000,2352,价格过高
2025-09-24 23:33:45,3475500,2317,价格过高
2025-09-24 23:33:45,3528000,2352,价格过高
2025-09-24 23:33:46,3528000,2352,价格过高
2025-09-24 23:33:46,3528000,2352,价格过高
2025-09-24 23:33:47,3528000,2352,价格过高
2025-09-24 23:33:47,3528000,2352,价格过高
2025-09-24 23:33:48,3528000,2352,价格过高
2025-09-24 23:33:48,3528000,2352,价格过高
2025-09-24 23:33:49,3475500,2317,价格过高
2025-09-24 23:33:49,3475500,2317,价格过高
2025-09-24 23:33:50,3475500,2317,价格过高
2025-09-24 23:33:50,3475500,2317,价格过高
2025-09-24 23:33:51,3528000,2352,价格过高
2025-09-24 23:33:51,3528000,2352,价格过高
2025-09-24 23:33:52,3528000,2352,价格过高
2025-09-24 23:33:52,3475500,2317,价格过高
2025-09-24 23:33:53,3528000,2352,价格过高
2025-09-24 23:33:53,3528000,2352,价格过高
2025-09-24 23:33:54,3528000,2352,价格过高
2025-09-24 23:33:54,3528000,2352,价格过高
2025-09-24 23:33:55,3528000,2352,价格过高
2025-09-24 23:33:55,3528000,2352,价格过高
2025-09-24 23:33:56,3528000,2352,价格过高
2025-09-24 23:33:56,3528000,2352,价格过高
2025-09-24 23:33:57,3528000,2352,价格过高
2025-09-24 23:33:57,3528000,2352,价格过高
2025-09-24 23:33:58,3528000,2352,价格过高
2025-09-24 23:33:58,3528000,2352,价格过高
2025-09-24 23:33:59,3528000,2352,价格过高
2025-09-24 23:33:59,3528000,2352,价格过高
2025-09-24 23:34:00,3528000,2352,价格过高
2025-09-24 23:34:00,3528000,2352,价格过高
2025-09-24 23:34:01,3528000,2352,价格过高
2025-09-24 23:34:01,3528000,2352,价格过高
2025-09-24 23:34:02,3528000,2352,价格过高
2025-09-24 23:34:02,3528000,2352,价格过高
2025-09-24 23:34:03,3528000,2352,价格过高
2025-09-24 23:34:03,3528000,2352,价格过高
2025-09-24 23:34:04,3423000,2282,价格过高
2025-09-24 23:34:04,3528000,2352,价格过高
2025-09-24 23:34:05,3528000,2352,价格过高
2025-09-24 23:34:05,3528000,2352,价格过高
2025-09-24 23:34:06,3528000,2352,价格过高
2025-09-24 23:34:06,3528000,2352,价格过高
2025-09-24 23:34:07,3528000,2352,价格过高
2025-09-24 23:34:07,3528000,2352,价格过高
2025-09-24 23:34:08,3423000,2282,价格过高
2025-09-24 23:34:08,3475500,2317,价格过高
2025-09-24 23:34:09,3475500,2317,价格过高
2025-09-24 23:34:09,3475500,2317,价格过高
2025-09-24 23:34:10,3475500,2317,价格过高
2025-09-24 23:34:10,3528000,2352,价格过高
2025-09-24 23:34:11,3528000,2352,价格过高
2025-09-24 23:34:11,3423000,2282,价格过高
2025-09-24 23:34:12,3423000,2282,价格过高
2025-09-24 23:34:12,3528000,2352,价格过高
2025-09-24 23:34:13,3528000,2352,价格过高
2025-09-24 23:34:13,3528000,2352,价格过高
2025-09-24 23:34:14,3528000,2352,价格过高
2025-09-24 23:34:14,3528000,2352,价格过高
2025-09-24 23:34:15,3528000,2352,价格过高
2025-09-24 23:34:15,3423000,2282,价格过高
2025-09-24 23:34:16,3423000,2282,价格过高
2025-09-24 23:34:16,3423000,2282,价格过高
2025-09-24 23:34:17,3528000,2352,价格过高
2025-09-24 23:34:17,3528000,2352,价格过高
2025-09-24 23:34:18,3528000,2352,价格过高
2025-09-24 23:34:18,3528000,2352,价格过高
2025-09-24 23:34:19,3528000,2352,价格过高
2025-09-24 23:34:19,3528000,2352,价格过高
2025-09-24 23:34:20,3528000,2352,价格过高
2025-09-24 23:34:20,3528000,2352,价格过高
2025-09-24 23:34:21,3528000,2352,价格过高
2025-09-24 23:34:21,3528000,2352,价格过高
2025-09-24 23:34:22,3528000,2352,价格过高
2025-09-24 23:34:22,3528000,2352,价格过高
2025-09-24 23:34:23,3528000,2352,价格过高
2025-09-24 23:34:23,3475500,2317,价格过高
2025-09-24 23:34:24,3475500,2317,价格过高
2025-09-24 23:34:24,3475500,2317,价格过高
2025-09-24 23:34:25,3475500,2317,价格过高
2025-09-24 23:34:25,3528000,2352,价格过高
2025-09-24 23:34:26,3528000,2352,价格过高
2025-09-24 23:34:26,3528000,2352,价格过高
2025-09-24 23:34:27,3528000,2352,价格过高
2025-09-24 23:34:27,3528000,2352,价格过高
2025-09-24 23:34:28,3528000,2352,价格过高
2025-09-24 23:34:28,3528000,2352,价格过高
2025-09-24 23:34:29,3528000,2352,价格过高
2025-09-24 23:34:29,3528000,2352,价格过高
2025-09-24 23:34:30,3528000,2352,价格过高
2025-09-24 23:34:30,3528000,2352,价格过高
2025-09-24 23:34:31,3423000,2282,价格过高
2025-09-24 23:34:31,3528000,2352,价格过高
2025-09-24 23:34:32,3528000,2352,价格过高
2025-09-24 23:34:32,3528000,2352,价格过高
2025-09-24 23:34:33,3528000,2352,价格过高
2025-09-24 23:34:33,3528000,2352,价格过高
2025-09-24 23:34:34,3528000,2352,价格过高
2025-09-24 23:34:34,3528000,2352,价格过高
2025-09-24 23:34:35,3528000,2352,价格过高
2025-09-24 23:34:35,3528000,2352,价格过高
2025-09-24 23:34:36,3528000,2352,价格过高
2025-09-24 23:34:36,3528000,2352,价格过高
